street,label,location,heading,pitch,fov,radius,bottom_crop,source,sample_location,pano_id,pano_lat,pano_lng,pano_date,status,group_id,created_at
auto_324,auto_vxwHjIFO5Uzz6uF-sroMtA_h315,"45.3928201,-75.7112655",315,0,90,50,30,auto_sampler,"45.3930106,-75.7109123",vxwHjIFO5Uzz6uF-sroMtA,45.39282011159961,-75.71126550126218,2019-09,ok,vxwHjIFO5Uzz6uF-sroMtA,2026-02-28T21:27:29.598Z
auto_325,auto_vxwHjIFO5Uzz6uF-sroMtA_h0,"45.3928201,-75.7112655",0,0,90,50,30,auto_sampler,"45.3930106,-75.7109123",vxwHjIFO5Uzz6uF-sroMtA,45.39282011159961,-75.71126550126218,2019-09,ok,vxwHjIFO5Uzz6uF-sroMtA,2026-02-28T21:27:29.598Z
auto_326,auto_vxwHjIFO5Uzz6uF-sroMtA_h45,"45.3928201,-75.7112655",45,0,90,50,30,auto_sampler,"45.3930106,-75.7109123",vxwHjIFO5Uzz6uF-sroMtA,45.39282011159961,-75.71126550126218,2019-09,ok,vxwHjIFO5Uzz6uF-sroMtA,2026-02-28T21:27:29.598Z
auto_327,auto_vxwHjIFO5Uzz6uF-sroMtA_h90,"45.3928201,-75.7112655",90,0,90,50,30,auto_sampler,"45.3930106,-75.7109123",vxwHjIFO5Uzz6uF-sroMtA,45.39282011159961,-75.71126550126218,2019-09,ok,vxwHjIFO5Uzz6uF-sroMtA,2026-02-28T21:27:29.598Z
auto_328,auto_vxwHjIFO5Uzz6uF-sroMtA_h135,"45.3928201,-75.7112655",135,0,90,50,30,auto_sampler,"45.3930106,-75.7109123",vxwHjIFO5Uzz6uF-sroMtA,45.39282011159961,-75.71126550126218,2019-09,ok,vxwHjIFO5Uzz6uF-sroMtA,2026-02-28T21:27:29.598Z
auto_329,auto_67DkCtE7XzpFweQgsAxERQ_h180,"45.3907719,-75.7367553",180,0,90,50,30,auto_sampler,"45.3907447,-75.7367133",67DkCtE7XzpFweQgsAxERQ,45.3907718863527,-75.73675533714525,2024-10,ok,67DkCtE7XzpFweQgsAxERQ,2026-02-28T21:27:29.823Z
auto_330,auto_67DkCtE7XzpFweQgsAxERQ_h225,"45.3907719,-75.7367553",225,0,90,50,30,auto_sampler,"45.3907447,-75.7367133",67DkCtE7XzpFweQgsAxERQ,45.3907718863527,-75.73675533714525,2024-10,ok,67DkCtE7XzpFweQgsAxERQ,2026-02-28T21:27:29.823Z
auto_331,auto_67DkCtE7XzpFweQgsAxERQ_h270,"45.3907719,-75.7367553",270,0,90,50,30,auto_sampler,"45.3907447,-75.7367133",67DkCtE7XzpFweQgsAxERQ,45.3907718863527,-75.73675533714525,2024-10,ok,67DkCtE7XzpFweQgsAxERQ,2026-02-28T21:27:29.823Z
auto_332,auto_67DkCtE7XzpFweQgsAxERQ_h315,"45.3907719,-75.7367553",315,0,90,50,30,auto_sampler,"45.3907447,-75.7367133",67DkCtE7XzpFweQgsAxERQ,45.3907718863527,-75.73675533714525,2024-10,ok,67DkCtE7XzpFweQgsAxERQ,2026-02-28T21:27:29.823Z
auto_333,auto_67DkCtE7XzpFweQgsAxERQ_h0,"45.3907719,-75.7367553",0,0,90,50,30,auto_sampler,"45.3907447,-75.7367133",67DkCtE7XzpFweQgsAxERQ,45.3907718863527,-75.73675533714525,2024-10,ok,67DkCtE7XzpFweQgsAxERQ,2026-02-28T21:27:29.823Z
auto_334,auto_67DkCtE7XzpFweQgsAxERQ_h45,"45.3907719,-75.7367553",45,0,90,50,30,auto_sampler,"45.3907447,-75.7367133",67DkCtE7XzpFweQgsAxERQ,45.3907718863527,-75.73675533714525,2024-10,ok,67DkCtE7XzpFweQgsAxERQ,2026-02-28T21:27:29.823Z
auto_335,auto_67DkCtE7XzpFweQgsAxERQ_h90,"45.3907719,-75.7367553",90,0,90,50,30,auto_sampler,"45.3907447,-75.7367133",67DkCtE7XzpFweQgsAxERQ,45.3907718863527,-75.73675533714525,2024-10,ok,67DkCtE7XzpFweQgsAxERQ,2026-02-28T21:27:29.823Z
auto_336,auto_67DkCtE7XzpFweQgsAxERQ_h135,"45.3907719,-75.7367553",135,0,90,50,30,auto_sampler,"45.3907447,-75.7367133",67DkCtE7XzpFweQgsAxERQ,45.3907718863527,-75.73675533714525,2024-10,ok,67DkCtE7XzpFweQgsAxERQ,2026-02-28T21:27:29.823Z
auto_337,auto_aR6oAcdK9TZoe0MoPeBQRQ_h180,"45.3502474,-75.7249561",180,0,90,50,30,auto_sampler,"45.3505182,-75.7252719",aR6oAcdK9TZoe0MoPeBQRQ,45.35024744738263,-75.72495608590474,2024-10,ok,aR6oAcdK9TZoe0MoPeBQRQ,2026-02-28T21:27:29.933Z
auto_338,auto_aR6oAcdK9TZoe0MoPeBQRQ_h225,"45.3502474,-75.7249561",225,0,90,50,30,auto_sampler,"45.3505182,-75.7252719",aR6oAcdK9TZoe0MoPeBQRQ,45.35024744738263,-75.72495608590474,2024-10,ok,aR6oAcdK9TZoe0MoPeBQRQ,2026-02-28T21:27:29.933Z
auto_339,auto_aR6oAcdK9TZoe0MoPeBQRQ_h270,"45.3502474,-75.7249561",270,0,90,50,30,auto_sampler,"45.3505182,-75.7252719",aR6oAcdK9TZoe0MoPeBQRQ,45.35024744738263,-75.72495608590474,2024-10,ok,aR6oAcdK9TZoe0MoPeBQRQ,2026-02-28T21:27:29.933Z
auto_340,auto_aR6oAcdK9TZoe0MoPeBQRQ_h315,"45.3502474,-75.7249561",315,0,90,50,30,auto_sampler,"45.3505182,-75.7252719",aR6oAcdK9TZoe0MoPeBQRQ,45.35024744738263,-75.72495608590474,2024-10,ok,aR6oAcdK9TZoe0MoPeBQRQ,2026-02-28T21:27:29.933Z
auto_341,auto_aR6oAcdK9TZoe0MoPeBQRQ_h0,"45.3502474,-75.7249561",0,0,90,50,30,auto_sampler,"45.3505182,-75.7252719",aR6oAcdK9TZoe0MoPeBQRQ,45.35024744738263,-75.72495608590474,2024-10,ok,aR6oAcdK9TZoe0MoPeBQRQ,2026-02-28T21:27:29.933Z
auto_342,auto_aR6oAcdK9TZoe0MoPeBQRQ_h45,"45.3502474,-75.7249561",45,0,90,50,30,auto_sampler,"45.3505182,-75.7252719",aR6oAcdK9TZoe0MoPeBQRQ,45.35024744738263,-75.72495608590474,2024-10,ok,aR6oAcdK9TZoe0MoPeBQRQ,2026-02-28T21:27:29.933Z
auto_343,auto_aR6oAcdK9TZoe0MoPeBQRQ_h90,"45.3502474,-75.7249561",90,0,90,50,30,auto_sampler,"45.3505182,-75.7252719",aR6oAcdK9TZoe0MoPeBQRQ,45.35024744738263,-75.72495608590474,2024-10,ok,aR6oAcdK9TZoe0MoPeBQRQ,2026-02-28T21:27:29.933Z
auto_344,auto_aR6oAcdK9TZoe0MoPeBQRQ_h135,"45.3502474,-75.7249561",135,0,90,50,30,auto_sampler,"45.3505182,-75.7252719",aR6oAcdK9TZoe0MoPeBQRQ,45.35024744738263,-75.72495608590474,2024-10,ok,aR6oAcdK9TZoe0MoPeBQRQ,2026-02-28T21:27:29.933Z
auto_345,auto_MkCu5TiTnULuaZrodOb8pg_h180,"45.3404124,-75.7447422",180,0,90,50,30,auto_sampler,"45.3405023,-75.7448729",MkCu5TiTnULuaZrodOb8pg,45.34041243639354,-75.74474223410259,2024-10,ok,MkCu5TiTnULuaZrodOb8pg,2026-02-28T21:27:30.058Z
auto_346,auto_MkCu5TiTnULuaZrodOb8pg_h225,"45.3404124,-75.7447422",225,0,90,50,30,auto_sampler,"45.3405023,-75.7448729",MkCu5TiTnULuaZrodOb8pg,45.34041243639354,-75.74474223410259,2024-10,ok,MkCu5TiTnULuaZrodOb8pg,2026-02-28T21:27:30.058Z
auto_347,auto_MkCu5TiTnULuaZrodOb8pg_h270,"45.3404124,-75.7447422",270,0,90,50,30,auto_sampler,"45.3405023,-75.7448729",MkCu5TiTnULuaZrodOb8pg,45.34041243639354,-75.74474223410259,2024-10,ok,MkCu5TiTnULuaZrodOb8pg,2026-02-28T21:27:30.058Z
auto_348,auto_MkCu5TiTnULuaZrodOb8pg_h315,"45.3404124,-75.7447422",315,0,90,50,30,auto_sampler,"45.3405023,-75.7448729",MkCu5TiTnULuaZrodOb8pg,45.34041243639354,-75.74474223410259,2024-10,ok,MkCu5TiTnULuaZrodOb8pg,2026-02-28T21:27:30.058Z
auto_349,auto_MkCu5TiTnULuaZrodOb8pg_h0,"45.3404124,-75.7447422",0,0,90,50,30,auto_sampler,"45.3405023,-75.7448729",MkCu5TiTnULuaZrodOb8pg,45.34041243639354,-75.74474223410259,2024-10,ok,MkCu5TiTnULuaZrodOb8pg,2026-02-28T21:27:30.058Z
auto_350,auto_MkCu5TiTnULuaZrodOb8pg_h45,"45.3404124,-75.7447422",45,0,90,50,30,auto_sampler,"45.3405023,-75.7448729",MkCu5TiTnULuaZrodOb8pg,45.34041243639354,-75.74474223410259,2024-10,ok,MkCu5TiTnULuaZrodOb8pg,2026-02-28T21:27:30.058Z
auto_351,auto_MkCu5TiTnULuaZrodOb8pg_h90,"45.3404124,-75.7447422",90,0,90,50,30,auto_sampler,"45.3405023,-75.7448729",MkCu5TiTnULuaZrodOb8pg,45.34041243639354,-75.74474223410259,2024-10,ok,MkCu5TiTnULuaZrodOb8pg,2026-02-28T21:27:30.058Z
auto_352,auto_MkCu5TiTnULuaZrodOb8pg_h135,"45.3404124,-75.7447422",135,0,90,50,30,auto_sampler,"45.3405023,-75.7448729",MkCu5TiTnULuaZrodOb8pg,45.34041243639354,-75.74474223410259,2024-10,ok,MkCu5TiTnULuaZrodOb8pg,2026-02-28T21:27:30.058Z
auto_353,auto_BpAz7A4hDfJIAjHtLwGSLQ_h180,"45.3948969,-75.7449158",180,0,90,50,30,auto_sampler,"45.3949009,-75.7449270",BpAz7A4hDfJIAjHtLwGSLQ,45.39489689499133,-75.74491576273128,2020-10,ok,BpAz7A4hDfJIAjHtLwGSLQ,2026-02-28T21:27:30.246Z
auto_354,auto_BpAz7A4hDfJIAjHtLwGSLQ_h225,"45.3948969,-75.7449158",225,0,90,50,30,auto_sampler,"45.3949009,-75.7449270",BpAz7A4hDfJIAjHtLwGSLQ,45.39489689499133,-75.74491576273128,2020-10,ok,BpAz7A4hDfJIAjHtLwGSLQ,2026-02-28T21:27:30.246Z
auto_355,auto_BpAz7A4hDfJIAjHtLwGSLQ_h270,"45.3948969,-75.7449158",270,0,90,50,30,auto_sampler,"45.3949009,-75.7449270",BpAz7A4hDfJIAjHtLwGSLQ,45.39489689499133,-75.74491576273128,2020-10,ok,BpAz7A4hDfJIAjHtLwGSLQ,2026-02-28T21:27:30.246Z
auto_356,auto_BpAz7A4hDfJIAjHtLwGSLQ_h315,"45.3948969,-75.7449158",315,0,90,50,30,auto_sampler,"45.3949009,-75.7449270",BpAz7A4hDfJIAjHtLwGSLQ,45.39489689499133,-75.74491576273128,2020-10,ok,BpAz7A4hDfJIAjHtLwGSLQ,2026-02-28T21:27:30.246Z
auto_357,auto_BpAz7A4hDfJIAjHtLwGSLQ_h0,"45.3948969,-75.7449158",0,0,90,50,30,auto_sampler,"45.3949009,-75.7449270",BpAz7A4hDfJIAjHtLwGSLQ,45.39489689499133,-75.74491576273128,2020-10,ok,BpAz7A4hDfJIAjHtLwGSLQ,2026-02-28T21:27:30.246Z
auto_358,auto_BpAz7A4hDfJIAjHtLwGSLQ_h45,"45.3948969,-75.7449158",45,0,90,50,30,auto_sampler,"45.3949009,-75.7449270",BpAz7A4hDfJIAjHtLwGSLQ,45.39489689499133,-75.74491576273128,2020-10,ok,BpAz7A4hDfJIAjHtLwGSLQ,2026-02-28T21:27:30.246Z
auto_359,auto_BpAz7A4hDfJIAjHtLwGSLQ_h90,"45.3948969,-75.7449158",90,0,90,50,30,auto_sampler,"45.3949009,-75.7449270",BpAz7A4hDfJIAjHtLwGSLQ,45.39489689499133,-75.74491576273128,2020-10,ok,BpAz7A4hDfJIAjHtLwGSLQ,2026-02-28T21:27:30.246Z
auto_360,auto_BpAz7A4hDfJIAjHtLwGSLQ_h135,"45.3948969,-75.7449158",135,0,90,50,30,auto_sampler,"45.3949009,-75.7449270",BpAz7A4hDfJIAjHtLwGSLQ,45.39489689499133,-75.74491576273128,2020-10,ok,BpAz7A4hDfJIAjHtLwGSLQ,2026-02-28T21:27:30.246Z
auto_361,auto_bd-UAwLerQmntMge_85exg_h180,"45.4514077,-75.6503238",180,0,90,50,30,auto_sampler,"45.4515567,-75.6507138",bd-UAwLerQmntMge_85exg,45.45140774012179,-75.65032379859122,2024-08,ok,bd-UAwLerQmntMge_85exg,2026-02-28T21:27:30.362Z
auto_362,auto_bd-UAwLerQmntMge_85exg_h225,"45.4514077,-75.6503238",225,0,90,50,30,auto_sampler,"45.4515567,-75.6507138",bd-UAwLerQmntMge_85exg,45.45140774012179,-75.65032379859122,2024-08,ok,bd-UAwLerQmntMge_85exg,2026-02-28T21:27:30.362Z
auto_363,auto_bd-UAwLerQmntMge_85exg_h270,"45.4514077,-75.6503238",270,0,90,50,30,auto_sampler,"45.4515567,-75.6507138",bd-UAwLerQmntMge_85exg,45.45140774012179,-75.65032379859122,2024-08,ok,bd-UAwLerQmntMge_85exg,2026-02-28T21:27:30.362Z
auto_364,auto_bd-UAwLerQmntMge_85exg_h315,"45.4514077,-75.6503238",315,0,90,50,30,auto_sampler,"45.4515567,-75.6507138",bd-UAwLerQmntMge_85exg,45.45140774012179,-75.65032379859122,2024-08,ok,bd-UAwLerQmntMge_85exg,2026-02-28T21:27:30.362Z
auto_365,auto_bd-UAwLerQmntMge_85exg_h0,"45.4514077,-75.6503238",0,0,90,50,30,auto_sampler,"45.4515567,-75.6507138",bd-UAwLerQmntMge_85exg,45.45140774012179,-75.65032379859122,2024-08,ok,bd-UAwLerQmntMge_85exg,2026-02-28T21:27:30.362Z
auto_366,auto_bd-UAwLerQmntMge_85exg_h45,"45.4514077,-75.6503238",45,0,90,50,30,auto_sampler,"45.4515567,-75.6507138",bd-UAwLerQmntMge_85exg,45.45140774012179,-75.65032379859122,2024-08,ok,bd-UAwLerQmntMge_85exg,2026-02-28T21:27:30.362Z
auto_367,auto_bd-UAwLerQmntMge_85exg_h90,"45.4514077,-75.6503238",90,0,90,50,30,auto_sampler,"45.4515567,-75.6507138",bd-UAwLerQmntMge_85exg,45.45140774012179,-75.65032379859122,2024-08,ok,bd-UAwLerQmntMge_85exg,2026-02-28T21:27:30.362Z
auto_368,auto_bd-UAwLerQmntMge_85exg_h135,"45.4514077,-75.6503238",135,0,90,50,30,auto_sampler,"45.4515567,-75.6507138",bd-UAwLerQmntMge_85exg,45.45140774012179,-75.65032379859122,2024-08,ok,bd-UAwLerQmntMge_85exg,2026-02-28T21:27:30.362Z
auto_369,auto_CAoSF0NJSE0wb2dLRUlDQWdJRHF5NFRrX1FF_h180,"45.3812974,-75.7411021",180,0,90,50,30,auto_sampler,"45.3812189,-75.7412171",CAoSF0NJSE0wb2dLRUlDQWdJRHF5NFRrX1FF,45.3812973973003,-75.7411020706149,2015-06,ok,CAoSF0NJSE0wb2dLRUlDQWdJRHF5NFRrX1FF,2026-02-28T21:27:30.522Z
auto_370,auto_CAoSF0NJSE0wb2dLRUlDQWdJRHF5NFRrX1FF_h225,"45.3812974,-75.7411021",225,0,90,50,30,auto_sampler,"45.3812189,-75.7412171",CAoSF0NJSE0wb2dLRUlDQWdJRHF5NFRrX1FF,45.3812973973003,-75.7411020706149,2015-06,ok,CAoSF0NJSE0wb2dLRUlDQWdJRHF5NFRrX1FF,2026-02-28T21:27:30.522Z
auto_371,auto_CAoSF0NJSE0wb2dLRUlDQWdJRHF5NFRrX1FF_h270,"45.3812974,-75.7411021",270,0,90,50,30,auto_sampler,"45.3812189,-75.7412171",CAoSF0NJSE0wb2dLRUlDQWdJRHF5NFRrX1FF,45.3812973973003,-75.7411020706149,2015-06,ok,CAoSF0NJSE0wb2dLRUlDQWdJRHF5NFRrX1FF,2026-02-28T21:27:30.522Z
auto_372,auto_CAoSF0NJSE0wb2dLRUlDQWdJRHF5NFRrX1FF_h315,"45.3812974,-75.7411021",315,0,90,50,30,auto_sampler,"45.3812189,-75.7412171",CAoSF0NJSE0wb2dLRUlDQWdJRHF5NFRrX1FF,45.3812973973003,-75.7411020706149,2015-06,ok,CAoSF0NJSE0wb2dLRUlDQWdJRHF5NFRrX1FF,2026-02-28T21:27:30.522Z
auto_373,auto_CAoSF0NJSE0wb2dLRUlDQWdJRHF5NFRrX1FF_h0,"45.3812974,-75.7411021",0,0,90,50,30,auto_sampler,"45.3812189,-75.7412171",CAoSF0NJSE0wb2dLRUlDQWdJRHF5NFRrX1FF,45.3812973973003,-75.7411020706149,2015-06,ok,CAoSF0NJSE0wb2dLRUlDQWdJRHF5NFRrX1FF,2026-02-28T21:27:30.522Z
auto_374,auto_CAoSF0NJSE0wb2dLRUlDQWdJRHF5NFRrX1FF_h45,"45.3812974,-75.7411021",45,0,90,50,30,auto_sampler,"45.3812189,-75.7412171",CAoSF0NJSE0wb2dLRUlDQWdJRHF5NFRrX1FF,45.3812973973003,-75.7411020706149,2015-06,ok,CAoSF0NJSE0wb2dLRUlDQWdJRHF5NFRrX1FF,2026-02-28T21:27:30.522Z
auto_375,auto_CAoSF0NJSE0wb2dLRUlDQWdJRHF5NFRrX1FF_h90,"45.3812974,-75.7411021",90,0,90,50,30,auto_sampler,"45.3812189,-75.7412171",CAoSF0NJSE0wb2dLRUlDQWdJRHF5NFRrX1FF,45.3812973973003,-75.7411020706149,2015-06,ok,CAoSF0NJSE0wb2dLRUlDQWdJRHF5NFRrX1FF,2026-02-28T21:27:30.522Z
auto_376,auto_CAoSF0NJSE0wb2dLRUlDQWdJRHF5NFRrX1FF_h135,"45.3812974,-75.7411021",135,0,90,50,30,auto_sampler,"45.3812189,-75.7412171",CAoSF0NJSE0wb2dLRUlDQWdJRHF5NFRrX1FF,45.3812973973003,-75.7411020706149,2015-06,ok,CAoSF0NJSE0wb2dLRUlDQWdJRHF5NFRrX1FF,2026-02-28T21:27:30.522Z
auto_377,auto_ottFjKIiNR17dj1ocl_tpA_h180,"45.3941839,-75.7229025",180,0,90,50,30,auto_sampler,"45.3942360,-75.7226340",ottFjKIiNR17dj1ocl_tpA,45.39418385309907,-75.7229024860905,2024-10,ok,ottFjKIiNR17dj1ocl_tpA,2026-02-28T21:27:30.620Z
auto_378,auto_ottFjKIiNR17dj1ocl_tpA_h225,"45.3941839,-75.7229025",225,0,90,50,30,auto_sampler,"45.3942360,-75.7226340",ottFjKIiNR17dj1ocl_tpA,45.39418385309907,-75.7229024860905,2024-10,ok,ottFjKIiNR17dj1ocl_tpA,2026-02-28T21:27:30.620Z
auto_379,auto_ottFjKIiNR17dj1ocl_tpA_h270,"45.3941839,-75.7229025",270,0,90,50,30,auto_sampler,"45.3942360,-75.7226340",ottFjKIiNR17dj1ocl_tpA,45.39418385309907,-75.7229024860905,2024-10,ok,ottFjKIiNR17dj1ocl_tpA,2026-02-28T21:27:30.620Z
auto_380,auto_ottFjKIiNR17dj1ocl_tpA_h315,"45.3941839,-75.7229025",315,0,90,50,30,auto_sampler,"45.3942360,-75.7226340",ottFjKIiNR17dj1ocl_tpA,45.39418385309907,-75.7229024860905,2024-10,ok,ottFjKIiNR17dj1ocl_tpA,2026-02-28T21:27:30.620Z
auto_381,auto_ottFjKIiNR17dj1ocl_tpA_h0,"45.3941839,-75.7229025",0,0,90,50,30,auto_sampler,"45.3942360,-75.7226340",ottFjKIiNR17dj1ocl_tpA,45.39418385309907,-75.7229024860905,2024-10,ok,ottFjKIiNR17dj1ocl_tpA,2026-02-28T21:27:30.620Z
auto_382,auto_ottFjKIiNR17dj1ocl_tpA_h45,"45.3941839,-75.7229025",45,0,90,50,30,auto_sampler,"45.3942360,-75.7226340",ottFjKIiNR17dj1ocl_tpA,45.39418385309907,-75.7229024860905,2024-10,ok,ottFjKIiNR17dj1ocl_tpA,2026-02-28T21:27:30.620Z
auto_383,auto_ottFjKIiNR17dj1ocl_tpA_h90,"45.3941839,-75.7229025",90,0,90,50,30,auto_sampler,"45.3942360,-75.7226340",ottFjKIiNR17dj1ocl_tpA,45.39418385309907,-75.7229024860905,2024-10,ok,ottFjKIiNR17dj1ocl_tpA,2026-02-28T21:27:30.620Z
auto_384,auto_ottFjKIiNR17dj1ocl_tpA_h135,"45.3941839,-75.7229025",135,0,90,50,30,auto_sampler,"45.3942360,-75.7226340",ottFjKIiNR17dj1ocl_tpA,45.39418385309907,-75.7229024860905,2024-10,ok,ottFjKIiNR17dj1ocl_tpA,2026-02-28T21:27:30.620Z
auto_385,auto_CAoSF0NJSE0wb2dLRUlDQWdJQ0U1cnJNd2dF_h180,"45.4483110,-75.6577490",180,0,90,50,30,auto_sampler,"45.4486159,-75.6572799",CAoSF0NJSE0wb2dLRUlDQWdJQ0U1cnJNd2dF,45.44831099098633,-75.65774904762961,2017-04,ok,CAoSF0NJSE0wb2dLRUlDQWdJQ0U1cnJNd2dF,2026-02-28T21:27:30.896Z
auto_386,auto_CAoSF0NJSE0wb2dLRUlDQWdJQ0U1cnJNd2dF_h225,"45.4483110,-75.6577490",225,0,90,50,30,auto_sampler,"45.4486159,-75.6572799",CAoSF0NJSE0wb2dLRUlDQWdJQ0U1cnJNd2dF,45.44831099098633,-75.65774904762961,2017-04,ok,CAoSF0NJSE0wb2dLRUlDQWdJQ0U1cnJNd2dF,2026-02-28T21:27:30.896Z
auto_387,auto_CAoSF0NJSE0wb2dLRUlDQWdJQ0U1cnJNd2dF_h270,"45.4483110,-75.6577490",270,0,90,50,30,auto_sampler,"45.4486159,-75.6572799",CAoSF0NJSE0wb2dLRUlDQWdJQ0U1cnJNd2dF,45.44831099098633,-75.65774904762961,2017-04,ok,CAoSF0NJSE0wb2dLRUlDQWdJQ0U1cnJNd2dF,2026-02-28T21:27:30.896Z
auto_388,auto_CAoSF0NJSE0wb2dLRUlDQWdJQ0U1cnJNd2dF_h315,"45.4483110,-75.6577490",315,0,90,50,30,auto_sampler,"45.4486159,-75.6572799",CAoSF0NJSE0wb2dLRUlDQWdJQ0U1cnJNd2dF,45.44831099098633,-75.65774904762961,2017-04,ok,CAoSF0NJSE0wb2dLRUlDQWdJQ0U1cnJNd2dF,2026-02-28T21:27:30.896Z
auto_389,auto_CAoSF0NJSE0wb2dLRUlDQWdJQ0U1cnJNd2dF_h0,"45.4483110,-75.6577490",0,0,90,50,30,auto_sampler,"45.4486159,-75.6572799",CAoSF0NJSE0wb2dLRUlDQWdJQ0U1cnJNd2dF,45.44831099098633,-75.65774904762961,2017-04,ok,CAoSF0NJSE0wb2dLRUlDQWdJQ0U1cnJNd2dF,2026-02-28T21:27:30.896Z
auto_390,auto_CAoSF0NJSE0wb2dLRUlDQWdJQ0U1cnJNd2dF_h45,"45.4483110,-75.6577490",45,0,90,50,30,auto_sampler,"45.4486159,-75.6572799",CAoSF0NJSE0wb2dLRUlDQWdJQ0U1cnJNd2dF,45.44831099098633,-75.65774904762961,2017-04,ok,CAoSF0NJSE0wb2dLRUlDQWdJQ0U1cnJNd2dF,2026-02-28T21:27:30.896Z
auto_391,auto_CAoSF0NJSE0wb2dLRUlDQWdJQ0U1cnJNd2dF_h90,"45.4483110,-75.6577490",90,0,90,50,30,auto_sampler,"45.4486159,-75.6572799",CAoSF0NJSE0wb2dLRUlDQWdJQ0U1cnJNd2dF,45.44831099098633,-75.65774904762961,2017-04,ok,CAoSF0NJSE0wb2dLRUlDQWdJQ0U1cnJNd2dF,2026-02-28T21:27:30.896Z
auto_392,auto_CAoSF0NJSE0wb2dLRUlDQWdJQ0U1cnJNd2dF_h135,"45.4483110,-75.6577490",135,0,90,50,30,auto_sampler,"45.4486159,-75.6572799",CAoSF0NJSE0wb2dLRUlDQWdJQ0U1cnJNd2dF,45.44831099098633,-75.65774904762961,2017-04,ok,CAoSF0NJSE0wb2dLRUlDQWdJQ0U1cnJNd2dF,2026-02-28T21:27:30.896Z
auto_393,auto_YTH7VLeLh64BGFgJIDJYXg_h180,"45.4391557,-75.6724335",180,0,90,50,30,auto_sampler,"45.4389238,-75.6721898",YTH7VLeLh64BGFgJIDJYXg,45.43915569816312,-75.67243352707608,2024-09,ok,YTH7VLeLh64BGFgJIDJYXg,2026-02-28T21:27:31.037Z
auto_394,auto_YTH7VLeLh64BGFgJIDJYXg_h225,"45.4391557,-75.6724335",225,0,90,50,30,auto_sampler,"45.4389238,-75.6721898",YTH7VLeLh64BGFgJIDJYXg,45.43915569816312,-75.67243352707608,2024-09,ok,YTH7VLeLh64BGFgJIDJYXg,2026-02-28T21:27:31.037Z
auto_395,auto_YTH7VLeLh64BGFgJIDJYXg_h270,"45.4391557,-75.6724335",270,0,90,50,30,auto_sampler,"45.4389238,-75.6721898",YTH7VLeLh64BGFgJIDJYXg,45.43915569816312,-75.67243352707608,2024-09,ok,YTH7VLeLh64BGFgJIDJYXg,2026-02-28T21:27:31.037Z
auto_396,auto_YTH7VLeLh64BGFgJIDJYXg_h315,"45.4391557,-75.6724335",315,0,90,50,30,auto_sampler,"45.4389238,-75.6721898",YTH7VLeLh64BGFgJIDJYXg,45.43915569816312,-75.67243352707608,2024-09,ok,YTH7VLeLh64BGFgJIDJYXg,2026-02-28T21:27:31.037Z
auto_397,auto_YTH7VLeLh64BGFgJIDJYXg_h0,"45.4391557,-75.6724335",0,0,90,50,30,auto_sampler,"45.4389238,-75.6721898",YTH7VLeLh64BGFgJIDJYXg,45.43915569816312,-75.67243352707608,2024-09,ok,YTH7VLeLh64BGFgJIDJYXg,2026-02-28T21:27:31.037Z
auto_398,auto_YTH7VLeLh64BGFgJIDJYXg_h45,"45.4391557,-75.6724335",45,0,90,50,30,auto_sampler,"45.4389238,-75.6721898",YTH7VLeLh64BGFgJIDJYXg,45.43915569816312,-75.67243352707608,2024-09,ok,YTH7VLeLh64BGFgJIDJYXg,2026-02-28T21:27:31.037Z
auto_399,auto_YTH7VLeLh64BGFgJIDJYXg_h90,"45.4391557,-75.6724335",90,0,90,50,30,auto_sampler,"45.4389238,-75.6721898",YTH7VLeLh64BGFgJIDJYXg,45.43915569816312,-75.67243352707608,2024-09,ok,YTH7VLeLh64BGFgJIDJYXg,2026-02-28T21:27:31.037Z
auto_400,auto_YTH7VLeLh64BGFgJIDJYXg_h135,"45.4391557,-75.6724335",135,0,90,50,30,auto_sampler,"45.4389238,-75.6721898",YTH7VLeLh64BGFgJIDJYXg,45.43915569816312,-75.67243352707608,2024-09,ok,YTH7VLeLh64BGFgJIDJYXg,2026-02-28T21:27:31.037Z
auto_401,auto_IogJHPD04EoZtJQJqRDOww_h180,"45.4011845,-75.7173392",180,0,90,50,30,auto_sampler,"45.4012002,-75.7173611",IogJHPD04EoZtJQJqRDOww,45.40118454040166,-75.71733920372606,2025-08,ok,IogJHPD04EoZtJQJqRDOww,2026-02-28T21:27:31.153Z
auto_402,auto_IogJHPD04EoZtJQJqRDOww_h225,"45.4011845,-75.7173392",225,0,90,50,30,auto_sampler,"45.4012002,-75.7173611",IogJHPD04EoZtJQJqRDOww,45.40118454040166,-75.71733920372606,2025-08,ok,IogJHPD04EoZtJQJqRDOww,2026-02-28T21:27:31.153Z
auto_403,auto_IogJHPD04EoZtJQJqRDOww_h270,"45.4011845,-75.7173392",270,0,90,50,30,auto_sampler,"45.4012002,-75.7173611",IogJHPD04EoZtJQJqRDOww,45.40118454040166,-75.71733920372606,2025-08,ok,IogJHPD04EoZtJQJqRDOww,2026-02-28T21:27:31.153Z
